Id for vurderingen,Vurderingsområde,Ekspertkomité,Artsgruppe,Taksonomisk sti,Vitenskapelig navn id,Vitenskapelig navn,Autor,Populærnavn,Fremmedartsstatus,Etableringsklasse,Risikokategori 2023,Utslagsgivende kriterier 2023,Risikokategori 2018,Skår Invasjonspotensial,Skår Økologisk effekt,Skår A-kriteriet,Skår B-kriteriet,Skår C-kriteriet,Skår D-kriteriet,Skår E-kriteriet,Skår F-kriteriet,Skår G-kriteriet,Skår H-kriteriet,Skår I-kriteriet,Artens levetid i Norge (beste anslag),Ekspansjonshastighet (beste anslag),Geografisk variasjon i risiko,Årsak til geografisk variasjon i risiko,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt,Kjent forekomstareal,Antatt forekomstareal beste anslag,Fremtidig forekomstareal beste anslag,Ant. forekomster fra én introduksjon beste anslag,Ant. ytterligere introduksjoner beste anslag,Naturtyper
4537,Fastlands-Norge med havområder,Limniske invertebrater,Malacostraca,Animalia\Arthropoda\Crustacea\Multicrustacea\Malacostraca\Amphipoda\Pontogammaridae\Obesogammarus,210727,Obesogammarus crassus,"(G.O. Sars, 1894)",,Dørstokkart,A,SE,"4A,3D",,4.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2000.0,494,Ja,,Ja,Ja,,,116,7.0,7.0,"sterkt kalkrike pytter, dammer og små innsjøer; eufotisk fast innsjøbunn; ferskvanns-undervannseng; ny innsjøbunn; semi-naturlig vannstrand-eng; ny sterkt endret innsjøbunn; ny innsjøbunn med opphav i elvebunn; innsjøbunn preget av kronisk fysisk forstyrrelse; fast elvebunn; elvesedimentbunn; elvebunn preget av kronisk fysisk forstyrrelse"
4540,Fastlands-Norge med havområder,Limniske invertebrater,Malacostraca,Animalia\Arthropoda\Crustacea\Multicrustacea\Malacostraca\Amphipoda\Pontogammaridae\Obesogammarus,210742,Obesogammarus obesus,"(G.O. Sars, 1894)",,Dørstokkart,A,SE,"4A,3D",,4.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2000.0,494,Ja,Artens økologiske effekter er begrenset til bestemte naturtyper,Ja,Ja,,,116,7.0,7.0,"sterkt kalkrike pytter, dammer og små innsjøer; eufotisk fast innsjøbunn; ferskvanns-undervannseng; ny innsjøbunn; semi-naturlig eutrof innsjøbunn; ny sterkt endret innsjøbunn; ny innsjøbunn med opphav i elvebunn; innsjøbunn preget av kronisk fysisk forstyrrelse; fast elvebunn; elvesedimentbunn; elvebunn preget av kronisk fysisk forstyrrelse"
3313,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Cecidomyiidae\Obolodiplosis,127760,Obolodiplosis robiniae,"(Haldeman, 1847)",,Dørstokkart,A,LO,"3A,1",,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Nei,,Ja,Nei,,,20,4.0,1.0,"fastmarksskogsmark; sterkt endret fastmark med preg av semi-naturlig eng; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; plener, parker og liknende"
1697,Fastlands-Norge med havområder,Marine invertebrater,Mollusca,Animalia\Mollusca\Gastropoda\Caenogastropoda\Neogastropoda\Muricoidea\Muricidae\Ocenebrinae\Ocinebrellus,170558,Ocinebrellus inornatus,"(Récluz, 1851)",,Dørstokkart,A,HI,"4A,2EF",HI,4.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2000.0,163,Nei,,Ja,Ja,,,24,4.0,2.0,eufotisk marin sedimentbunn; eksponert blåskjellbunn; eufotisk fast saltvannsbunn
5173,Fastlands-Norge med havområder,Marine invertebrater,Cnidaria,Animalia\Cnidaria\Anthozoa\Hexacorallia\Scleractinia\Oculinidae\Oculina,220119,Oculina patagonica,"de Angelis D'Ossat, 1908",,Dørstokkart,A,LO,"3A,1",,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,82,Nei,,Ja,Nei,,,12,1.0,2.0,eufotisk fast saltvannsbunn; sterkt endret eller ny fast saltvannsbunn i eufotisk sone
3081,Fastlands-Norge med havområder,Terrestriske invertebrater,Arachnida,Animalia\Arthropoda\Arachnida\Opiliones\Eupnoi\Phalangioidea\Phalangiidae\Oligolophinae\Odiellus,121472,Odiellus spinosus,,,Dørstokkart,A,LO,"2A,1",NR,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,1.0,1.0,"plener, parker og liknende; blomsterbed og liknende"
1496,Fastlands-Norge med havområder,Pattedyr,Mammalia,Animalia\Chordata\Vertebrata\Mammalia\Laurasiatheria\Artiodactyla\Cervidae\Capreolinae\Odocoileus,128150,Odocoileus virginianus,"(Zimmermann, 1780)",hvithalehjort,Dørstokkart,A,PH,"4A,1",NR,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,391,Nei,,Nei,Nei,,,80,20.0,0.0,
650,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Orobanchaceae\Odontites,143513,Odontites vulgaris,Moench,engrødtopp,Selvstendig reproduserende,E,SE,"4A,4H",SE,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2000.0,194,Nei,,Nei,Nei,1000.0,3000.0,4500,,,"strandeng; semi-naturlig eng; semi-naturlig strandeng; sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret fastmark med preg av semi-naturlig eng; oppdyrket mark med preg av semi-naturlig eng; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; sterkt endret, varig fastmark med intensivt hevdpreg; oppdyrket varig eng"
2645,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Cucujiformia\Cucujoidea\Coccinellidae\Coccinellinae\Coccinellini\Oenopia,7482,Oenopia conglobata,"(Linnaeus, 1758)",hagemarihøne,Dørstokkart,B1,LO,"3A,1",NR,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,82,Nei,,Ja,Nei,,,12,2.0,1.0,
2059,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,102853,Oenothera ammophila,Focke,sandnattlys,Selvstendig reproduserende,D2,LO,"2A,1",LO,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,48,Nei,,Nei,Nei,40.0,80.0,176,,,sanddynemark; grus- og steindominert strand og strandlinje; sterkt endret åpen fastmark med løsmassedekke
661,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,102854,Oenothera biennis,L.,nattlys,Selvstendig reproduserende,E,PH,"4A,1",LO,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,195,Nei,,Nei,Nei,1060.0,4240.0,6800,,,"avfallsdeponi o.l.; sterkt endret eller ny fastmark i langsom suksesjon; plener, parker og liknende; åker; eng-aktig sterkt endret fastmark; eng-aktig oppdyrket mark; sterkt endret åpen fastmark med løsmassedekke"
659,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,102856,Oenothera canovirens,E.S.Steele,grånattlys,Dørstokkart,C0,NK,"1,1",NK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,−112,Nei,,Nei,Nei,,,0,0.0,0.0,sterkt endret fastmark med preg av semi-naturlig eng; sterkt endret åpen fastmark med løsmassedekke
658,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,102857,Oenothera casimiri,Rostański,børstenattlys,Dørstokkart,C0,NK,"1,1",NR,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,0.0,1.0,sterkt endret åpen fastmark med løsmassedekke
657,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,102858,Oenothera depressa,Greene,møllenattlys,Dørstokkart,C1,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,1.0,1.0,"sterkt endret åpen fastmark med løsmassedekke; sterkt endret, varig fastmark med intensivt hevdpreg; sterkt endret fastmark med preg av semi-naturlig eng"
656,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,102859,Oenothera fallax,Renner,kveldsnattlys,Dørstokkart,C1,LO,"2A,1",NR,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,1.0,1.0,sterkt endret åpen fastmark med løsmassedekke
655,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,102860,Oenothera glazioviana,Micheli,kjempenattlys,Selvstendig reproduserende,C2,PH,"4A,1",LO,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,441,Nei,,Nei,Nei,172.0,688.0,4300,,,sterkt endret åpen fastmark med løsmassedekke; avfallsdeponi o.l.; sterkt endret fastmark med preg av semi-naturlig eng
5909,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,217827,Oenothera macrocarpa,Nutt.,,Dørstokkart,B2,NK,"1,1",,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,0.0,1.0,
649,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,128907,Oenothera muricata,L.,vortenattlys,Selvstendig reproduserende,E,PH,"4A,1",LO,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,466,Nei,,Nei,Nei,412.0,1648.0,6700,,,grus- og steindominert strand og strandlinje; sterkt endret åpen fastmark med løsmassedekke; avfallsdeponi o.l.; sterkt endret fastmark med preg av semi-naturlig eng; sterkt endrede fastmarker med dekke av sand eller grus
662,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Myrtales\Onagraceae\Oenothera,102865,Oenothera perangusta,R.R.Gates,smalnattlys,Selvstendig reproduserende,D1,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Nei,Nei,4.0,8.0,8,,,sterkt endret fastmark med preg av semi-naturlig eng
5229,Fastlands-Norge med havområder,Marine invertebrater,Copepoda,Animalia\Arthropoda\Crustacea\Multicrustacea\Copepoda\Cyclopoida\Oithonidae\Oithona,220120,Oithona davisae,"Ferrari & Orsi, 1984",,Dørstokkart,A,LO,"3A,1",,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,112,Nei,,Ja,Nei,,,16,2.0,2.0,stor poll; middels stor eller liten poll; stor brakkvannspoll; middels stor eller liten brakkvannspoll
2466,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Staphylinidae\Aleocharinae\Hypocyphtini\Oligota,11980,Oligota parva,"Kraatz, 1862",,Selvstendig reproduserende,D2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,131,Nei,,Ja,Nei,24.0,400.0,1000,,,oppdyrket mark med preg av semi-naturlig eng
2465,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Staphylinidae\Omaliinae\Omaliini\Omalium,12333,Omalium rugatum,"Mulsant & Rey, 1880",,Selvstendig reproduserende,D2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,84,Ja,Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner,Ja,Nei,268.0,4000.0,5000,,,"fastmarksskogsmark; sterkt endret, varig fastmark med intensivt hevdpreg; oppdyrket mark med preg av semi-naturlig eng; sterkt endret fastmark med preg av semi-naturlig eng"
1203,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Cucujiformia\Tenebrionoidea\Anthicidae\Anthicinae\Omonadus,9389,Omonadus floralis,"(Linnaeus, 1758)",,Selvstendig reproduserende,E,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,107,Nei,,Nei,Nei,196.0,10000.0,12000,,,"sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; sterkt endret fastmark med preg av semi-naturlig eng"
642,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Boraginales\Boraginaceae\Omphalodes,101040,Omphalodes verna,Moench,vårkjærminne,Selvstendig reproduserende,E,PH,"4A,1",LO,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,220,Nei,,Nei,Nei,356.0,2856.0,5300,,,"lågurtskog; kalklågurtskog; fastmarksskogsmark; sterkt endret fastmark med preg av semi-naturlig eng; plener, parker og liknende"
2340,Fastlands-Norge med havområder,Rundormer og flatormer,Platyhelminthes,Animalia\Platyhelminthes\Monogenea\Monopisthocotylea\Ancyrocephalidae\Onchocleidus,170477,Onchocleidus dispar,"(Mueller, 1936)",,Selvstendig reproduserende,C2,LO,"2A,1",LO,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,13,Nei,,Ja,Nei,4.0,8.0,16,,,ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn
1645,Fastlands-Norge med havområder,Rundormer og flatormer,Platyhelminthes,,128925,Onchocleidus sp.,,,Selvstendig reproduserende,C2,LO,"2A,1",LO,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,13,Nei,,Ja,Nei,4.0,8.0,16,,,ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn
5054,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Salmoniformes\Salmonidae\Oncorhynchus,216544,Oncorhynchus clarkii,"(Richardson, 1836)",,Dørstokkart,A,SE,"4A,4I",,4.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2000.0,163,Nei,,Nei,Nei,,,24,5.0,1.0,
1909,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Salmoniformes\Salmonidae\Oncorhynchus,42672,Oncorhynchus gorbuscha,"(Walbaum, 1792)",pukkellaks,Selvstendig reproduserende,E,SE,"4AB,3I",HI,4.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2000.0,5371,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Ja,Ja,84.0,1332.0,2400,,,havvannmasser; sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster; elvevannmasser med fisk
3122,Svalbard med kystsone,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Salmoniformes\Salmonidae\Oncorhynchus,42672,Oncorhynchus gorbuscha,"(Walbaum, 1792)",pukkellaks,Dørstokkart,C0,HI,"3C,3I",LO,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,25.0,46,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Ja,Ja,,,8,0.0,5.0,havvannmasser; elvevannmasser med fisk; eufotisk fast innsjøbunn; fast elvebunn
1707,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Salmoniformes\Salmonidae\Oncorhynchus,42673,Oncorhynchus keta,"(Walbaum, 1792)",ketalaks,Dørstokkart,A,SE,"4A,3D",NR,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,243,Nei,,Nei,Nei,,,40,10.0,0.0,havvannmasser; elvevannmasser
5055,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Salmoniformes\Salmonidae\Oncorhynchus,216545,Oncorhynchus kisutch,"(Walbaum, 1792)",,Dørstokkart,A,SE,"4A,3D",,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,309,Nei,,Nei,Nei,,,56,10.0,2.0,elvevannmasser; havvannmasser; fast elvebunn
1762,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Salmoniformes\Salmonidae\Oncorhynchus,42669,Oncorhynchus mykiss,"(Walbaum, 1792)",regnbueørret,Selvstendig reproduserende,C3,HI,"4A,2DHI",HI,4.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2000.0,410,Nei,,Nei,Nei,1268.0,1900.0,2104,,,havvannmasser; sirkulerende vannmasser i fysisk avgrensete saltvannsforekomster; lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn; elvevannmasser
5079,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Salmoniformes\Salmonidae\Oncorhynchus,191411,Oncorhynchus nerka,"(Walbaum, 1792)",rødlaks,Dørstokkart,A,SE,"4AB,3D",,4.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,505,Nei,,Nei,Nei,,,120,5.0,10.0,
5056,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Salmoniformes\Salmonidae\Oncorhynchus,216546,Oncorhynchus tshawytscha,"(Walbaum, 1792)",,Dørstokkart,A,SE,"4A,3D",,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,243,Nei,,Nei,Nei,,,40,10.0,0.0,
639,Fastlands-Norge med havområder,Pattedyr,Mammalia,Animalia\Chordata\Vertebrata\Mammalia\Rodentia\Myomorpha\Muroidea\Cricetidae\Arvicolinae\Ondatrini\Ondatra,47939,Ondatra zibethicus,"(Linnaeus, 1766)",bisam,Selvstendig reproduserende,D2,HI,"4AB,2D",PH,4.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5200.0,1213,Nei,,Ja,Nei,208.0,224.0,15000,,,semi-naturlig våteng; åpen flomfastmark; myr- og sumpskogsmark; ny våtmark
613,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Fabales\Fabaceae\Ononis\Ononis spinosa,102011,Ononis spinosa subsp. spinosa,,tornbeinurt,Selvstendig reproduserende,D1,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Nei,Nei,8.0,16.0,16,,,svakt kalkrik eng med mindre hevdpreg; sterkt kalkrik eng med mindre hevdpreg; svakt kalkrik tørreng med mindre hevdpreg; sterkt kalkrik tørreng med mindre hevdpreg; sterkt endret åpen fastmark med løsmassedekke
1056,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Ascomycota\Pezizomycotina\Sordariomycetes\Ophiostomatales\Ophiostomataceae\Ophiostoma,128141,Ophiostoma novo-ulmi,Brasier,almesykesopp,Selvstendig reproduserende,C3,HI,"3A,3D",HI,3.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2000.0,70,Nei,,Nei,Nei,5000.0,6000.0,7000,,,svak lågurtskog; lågurtskog; kalklågurtskog; høgstaudeskog; litt tørkeutsatt høgstaudeskog; tørkeutsatt høgstaudeskog
4760,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Ascomycota\Pezizomycotina\Sordariomycetes\Ophiostomatales\Ophiostomataceae\Ophiostoma,216838,Ophiostoma serpens,(Goid.) Arx,,Dørstokkart,A,LO,"3A,2E",,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,200.0,82,Ja,Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner,Ja,Ja,,,12,2.0,1.0,"fastmarksskogsmark; kalk- og lågurtfuruskog; plener, parker og liknende; plantasjeskog"
2664,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Ascomycota\Pezizomycotina\Sordariomycetes\Ophiostomatales\Ophiostomataceae\Ophiostoma,77263,Ophiostoma ulmi,(Buisman) Nannf.,,Dørstokkart,C1,HI,"2A,3D",LO,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Ja,Artens økologiske effekter er begrenset til bestemte naturtyper,Ja,Ja,,,8,2.0,0.0,treplantasje; kalklågurtskog; lågurtskog; svak lågurtskog; høgstaudeskog; litt tørkeutsatt høgstaudeskog
3079,Fastlands-Norge med havområder,Terrestriske invertebrater,Arachnida,Animalia\Arthropoda\Arachnida\Opiliones\Eupnoi\Phalangioidea\Phalangiidae\Opilioninae\Opilio,107488,Opilio canestrinii,"(Thorell, 1876)",gulrotvevkjerring,Selvstendig reproduserende,D1,SE,"4A,3D",SE,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,169,Nei,,Ja,Nei,344.0,500.0,1400,,,"ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; myr- og sumpskogsmark; fastmarksskogsmark; plener, parker og liknende; blomsterbed og liknende"
2783,Fastlands-Norge med havområder,Terrestriske invertebrater,Hemiptera,Animalia\Arthropoda\Insecta\Hemiptera\Auchenorrhyncha\Cicadomorpha\Cicadelloidea\Cicadellidae\Deltocephalinae\Opsiini\Opsius,111424,Opsius stactogalus,"Fieber, 1866",,Dørstokkart,C0,NK,"1,1",LO,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,"blomsterbed og liknende; plener, parker og liknende; åpne flomfastmarker på sand, grus og stein"
1337,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Lamiaceae\Origanum\Origanum vulgare,143665,Origanum vulgare var. prismaticum,Gaudin,gresk oregano,Dørstokkart,C0,NK,"1,1",NK,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,0.0,1.0,avfallsdeponi o.l.; sterkt endret åpen fastmark med løsmassedekke
5919,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Asparagales\Asparagaceae\Ornithogalum,158793,Ornithogalum divergens,Boreau,sprikestjerne,Selvstendig reproduserende,C2,LO,"2A,1",,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,23,Nei,,Nei,Nei,4.0,8.0,24,,,"sterkt endret, varig fastmark med intensivt hevdpreg"
685,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Asparagales\Asparagaceae\Ornithogalum,99451,Ornithogalum nutans,L.,nikkestjerne,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,0,Nei,,Nei,Nei,20.0,80.0,80,,,"sterkt endret fastmark med preg av semi-naturlig eng; sterkt endret, varig fastmark med intensivt hevdpreg"
688,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Asparagales\Asparagaceae\Ornithogalum,143514,Ornithogalum umbellatum,L.,fuglestjerne,Selvstendig reproduserende,E,PH,"4A,1",LO,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,215,Nei,,Nei,Nei,900.0,2700.0,5000,,,"fastmarksskogsmark; flomskogsmarker på finmateriale; sanddynemark; brune dyner og dynehei; plener, parker og liknende; sterkt endret fastmark med preg av semi-naturlig eng"
684,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Fabales\Fabaceae\Ornithopus,102013,Ornithopus compressus,L.,flatfugleklo,Dørstokkart,C1,NK,"1,1",NK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,−112,Nei,,Nei,Nei,,,0,0.0,0.0,sterkt endret åpen fastmark med løsmassedekke
681,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Fabales\Fabaceae\Ornithopus,102016,Ornithopus sativus,Brot.,fugleklo,Dørstokkart,C1,NK,"1,1",NK,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,0.0,1.0,sterkt endret åpen fastmark med løsmassedekke
678,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Orobanchaceae\Orobanche,127978,Orobanche elatior,Sutton,knoppurtsnylterot,Dørstokkart,C1,NK,"1,1",NK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,−112,Nei,,Nei,Nei,,,0,0.0,0.0,"plener, parker og liknende; blomsterbed og liknende"
687,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Orobanchaceae\Orobanche,102449,Orobanche hederae,Duby,bergflettesnylterot,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,6,Nei,,Nei,Nei,8.0,12.0,16,,,"plener, parker og liknende"
676,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Orobanchaceae\Orobanche,102450,Orobanche lucorum,A.Braun ex F.W.Schultz,berberissnylterot,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Nei,Nei,4.0,8.0,8,,,"blomsterbed og liknende; sterkt endret, varig fastmark med intensivt hevdpreg"
