Ekspertkomité,Vurderingsområde,Vitenskapelig navn id,Fremmedartsstatus,Etableringsklasse,Risikokategori 2018,Risikokategori 2023,Skår Invasjonspotensial,Skår Økologisk effekt,Vitenskapelig navn id,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt
Fisker,Fastlands-Norge med havområder,216544,Dørstokkart,A,,SE,4.0,4.0,216544,Nei,Nei
Fisker,Fastlands-Norge med havområder,42672,Selvstendig reproduserende,E,HI,SE,4.0,3.0,42672,Ja,Ja
Fisker,Svalbard med kystsone,42672,Dørstokkart,C0,LO,HI,3.0,3.0,42672,Ja,Ja
Fisker,Fastlands-Norge med havområder,216545,Dørstokkart,A,,SE,4.0,3.0,216545,Nei,Nei
Fisker,Fastlands-Norge med havområder,42669,Selvstendig reproduserende,C3,HI,HI,4.0,2.0,42669,Nei,Nei
Fisker,Fastlands-Norge med havområder,191411,Dørstokkart,A,,SE,4.0,3.0,191411,Nei,Nei
Fisker,Fastlands-Norge med havområder,216546,Dørstokkart,A,,SE,4.0,3.0,216546,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,47939,Selvstendig reproduserende,D2,PH,HI,4.0,2.0,47939,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102011,Selvstendig reproduserende,D1,NK,LO,2.0,1.0,102011,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128141,Selvstendig reproduserende,C3,HI,HI,3.0,3.0,128141,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216838,Dørstokkart,A,,LO,3.0,2.0,216838,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,77263,Dørstokkart,C1,LO,HI,2.0,3.0,77263,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,107488,Selvstendig reproduserende,D1,SE,SE,4.0,3.0,107488,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,111424,Dørstokkart,C0,LO,NK,1.0,1.0,111424,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143665,Dørstokkart,C0,NK,NK,1.0,1.0,143665,Nei,Nei
Karplanter,Fastlands-Norge med havområder,158793,Selvstendig reproduserende,C2,,LO,2.0,1.0,158793,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99451,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,99451,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143514,Selvstendig reproduserende,E,LO,PH,4.0,1.0,143514,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102013,Dørstokkart,C1,NK,NK,1.0,1.0,102013,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102016,Dørstokkart,C1,NK,NK,1.0,1.0,102016,Nei,Nei
Karplanter,Fastlands-Norge med havområder,127978,Dørstokkart,C1,NK,NK,1.0,1.0,127978,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102449,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,102449,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102450,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,102450,Nei,Nei
Moser,Fastlands-Norge med havområder,121484,Selvstendig reproduserende,E,LO,PH,4.0,1.0,121484,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,9219,Dørstokkart,A,,LO,3.0,2.0,9219,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,10706,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,10706,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,47965,Selvstendig reproduserende,C3,HI,SE,4.0,4.0,47965,Ja,Ja
Fisker,Fastlands-Norge med havområder,42657,Regionalt fremmed,D2,,HI,3.0,3.0,42657,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,2881,Selvstendig reproduserende,D1,PH,PH,4.0,1.0,2881,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,128527,Dørstokkart,A,LO,HI,3.0,3.0,128527,Ja,Ja
Karplanter,Fastlands-Norge med havområder,170048,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,170048,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99453,Selvstendig reproduserende,E,HI,HI,4.0,2.0,99453,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,8854,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,8854,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128651,Dørstokkart,A,LO,LO,3.0,1.0,128651,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,225410,Dørstokkart,A,LO,LO,3.0,1.0,225410,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,8858,Dørstokkart,A,LO,LO,3.0,1.0,8858,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,170475,Dørstokkart,C0,LO,LO,3.0,1.0,170475,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,137043,Dørstokkart,A,LO,LO,3.0,1.0,137043,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128650,Dørstokkart,A,LO,LO,3.0,1.0,128650,Ja,Nei
Pattedyr,Fastlands-Norge med havområder,48130,Selvstendig reproduserende,D1,LO,PH,4.0,1.0,48130,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,48133,Dørstokkart,B2,LO,LO,3.0,2.0,48133,Nei,Nei
Karplanter,Fastlands-Norge med havområder,169113,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,169113,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102882,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,102882,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102883,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,102883,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102885,Selvstendig reproduserende,E,PH,PH,4.0,1.0,102885,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145722,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,145722,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128633,Dørstokkart,A,NK,LO,2.0,1.0,128633,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,121205,Selvstendig reproduserende,,HI,HI,2.0,3.0,121205,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,12409,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,12409,Ja,Nei
Fugler,Fastlands-Norge med havområder,3527,Dørstokkart,C0,LO,LO,1.0,2.0,3527,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,225388,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,225388,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,169102,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,169102,Ja,Nei
Limniske invertebrater,Fastlands-Norge med havområder,121348,Selvstendig reproduserende,D2,SE,SE,4.0,4.0,121348,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,220125,Dørstokkart,A,,PH,4.0,1.0,220125,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170193,Dørstokkart,C1,NK,NK,1.0,1.0,170193,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,128530,Dørstokkart,A,PH,HI,3.0,3.0,128530,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128833,Dørstokkart,B1,NK,LO,2.0,1.0,128833,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,134138,Dørstokkart,C0,NK,LO,2.0,1.0,134138,Ja,Nei
Karplanter,Fastlands-Norge med havområder,128760,Dørstokkart,B2,NK,NK,1.0,1.0,128760,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103052,Selvstendig reproduserende,D1,LO,LO,2.0,1.0,103052,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103053,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,103053,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143516,Selvstendig reproduserende,E,PH,PH,4.0,1.0,143516,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103054,Selvstendig reproduserende,E,PH,PH,4.0,1.0,103054,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103059,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,103059,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103067,Dørstokkart,C1,LO,PH,4.0,1.0,103067,Ja,Nei
Karplanter,Fastlands-Norge med havområder,170597,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,170597,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216251,Dørstokkart,A,,LO,3.0,1.0,216251,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,170042,Selvstendig reproduserende,E,SE,SE,4.0,4.0,170042,Nei,Ja
Marine invertebrater,Svalbard med kystsone,170042,Dørstokkart,A,SE,SE,4.0,3.0,170042,Ja,Ja
Rundormer og flatormer,Fastlands-Norge med havområder,216463,Dørstokkart,A,,HI,4.0,2.0,216463,Ja,Ja
Rundormer og flatormer,Fastlands-Norge med havområder,216465,Dørstokkart,A,,PH,4.0,1.0,216465,Ja,Nei
Karplanter,Fastlands-Norge med havområder,100760,Dørstokkart,C0,NK,LO,3.0,1.0,100760,Nei,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,216469,Dørstokkart,A,,HI,4.0,2.0,216469,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,216255,Dørstokkart,A,,NK,1.0,1.0,216255,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103535,Selvstendig reproduserende,C2,NK,LO,3.0,1.0,103535,Ja,Nei
Karplanter,Fastlands-Norge med havområder,103536,Selvstendig reproduserende,D1,NK,LO,2.0,1.0,103536,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103770,Selvstendig reproduserende,E,HI,SE,4.0,3.0,103770,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103771,Selvstendig reproduserende,E,HI,SE,4.0,3.0,103771,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128626,Selvstendig reproduserende,C3,LO,LO,2.0,2.0,128626,Ja,Nei
Karplanter,Fastlands-Norge med havområder,100348,Selvstendig reproduserende,E,SE,HI,4.0,2.0,100348,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100349,Selvstendig reproduserende,E,NK,LO,2.0,1.0,100349,Nei,Nei
Marine invertebrater,Svalbard med kystsone,108852,Dørstokkart,A,LO,LO,2.0,1.0,108852,Ja,Nei
Karplanter,Fastlands-Norge med havområder,217848,Dørstokkart,B2,,NK,1.0,1.0,217848,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,220128,Dørstokkart,A,,HI,4.0,2.0,220128,Ja,Ja
Amfibier og reptiler,Fastlands-Norge med havområder,216721,Dørstokkart,A,,NK,1.0,1.0,216721,Nei,Nei
Amfibier og reptiler,Fastlands-Norge med havområder,147961,Selvstendig reproduserende,C3,SE,SE,3.0,4.0,147961,Ja,Ja
Amfibier og reptiler,Fastlands-Norge med havområder,152038,Selvstendig reproduserende,C3,SE,SE,3.0,4.0,152038,Ja,Ja
Amfibier og reptiler,Fastlands-Norge med havområder,147962,Dørstokkart,A,SE,LO,3.0,1.0,147962,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,220129,Dørstokkart,A,,LO,3.0,1.0,220129,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,220101,Dørstokkart,A,,LO,3.0,2.0,220101,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,4656,Selvstendig reproduserende,E,LO,PH,4.0,1.0,4656,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101042,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,101042,Nei,Nei
Karplanter,Fastlands-Norge med havområder,225632,Dørstokkart,C1,NK,NK,1.0,1.0,225632,Nei,Nei
Fisker,Fastlands-Norge med havområder,42983,Regionalt fremmed,,,SE,4.0,4.0,42983,Nei,Nei
Fisker,Fastlands-Norge med havområder,170105,Dørstokkart,A,,SE,3.0,4.0,170105,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,170080,Dørstokkart,A,LO,LO,2.0,1.0,170080,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,5521,Selvstendig reproduserende,D2,PH,LO,3.0,1.0,5521,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,110430,Dørstokkart,C0,,LO,3.0,1.0,110430,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,219276,Dørstokkart,A,,SE,3.0,4.0,219276,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,129102,Dørstokkart,A,PH,PH,4.0,1.0,129102,Ja,Nei
Karplanter,Fastlands-Norge med havområder,100764,Selvstendig reproduserende,E,SE,SE,4.0,4.0,100764,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100766,Selvstendig reproduserende,E,SE,SE,4.0,3.0,100766,Nei,Nei
Karplanter,Fastlands-Norge med havområder,222841,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,222841,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100351,Dørstokkart,C1,LO,LO,3.0,1.0,100351,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,79196,Dørstokkart,C0,NK,LO,2.0,1.0,79196,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101047,Dørstokkart,C1,NK,LO,3.0,1.0,101047,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,80546,Selvstendig reproduserende,C2,NK,LO,3.0,1.0,80546,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,55168,Selvstendig reproduserende,D2,PH,PH,4.0,1.0,55168,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,191441,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,191441,Ja,Nei
Karplanter,Fastlands-Norge med havområder,143577,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,143577,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,127868,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,127868,Ja,Nei
Fugler,Fastlands-Norge med havområder,4058,Selvstendig reproduserende,D1,LO,LO,2.0,2.0,4058,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103587,Selvstendig reproduserende,E,LO,HI,4.0,2.0,103587,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143519,Dørstokkart,C1,NK,LO,2.0,1.0,143519,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103588,Selvstendig reproduserende,E,SE,SE,4.0,4.0,103588,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103589,Selvstendig reproduserende,E,LO,HI,3.0,3.0,103589,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217853,Dørstokkart,B2,,LO,3.0,2.0,217853,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103590,Selvstendig reproduserende,E,SE,SE,4.0,4.0,103590,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101677,Selvstendig reproduserende,E,LO,PH,4.0,1.0,101677,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128761,Dørstokkart,C1,NK,LO,3.0,1.0,128761,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101678,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,101678,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,12872,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,12872,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,12878,Selvstendig reproduserende,C2,,LO,3.0,1.0,12878,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128657,Dørstokkart,A,LO,LO,3.0,2.0,128657,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128656,Dørstokkart,A,LO,LO,3.0,2.0,128656,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128658,Dørstokkart,A,LO,LO,3.0,2.0,128658,Ja,Ja
Karplanter,Fastlands-Norge med havområder,101860,Selvstendig reproduserende,C2,NK,LO,3.0,1.0,101860,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101861,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,101861,Nei,Nei
Fugler,Fastlands-Norge med havområder,184001,Dørstokkart,A,,NK,1.0,1.0,184001,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169965,Selvstendig reproduserende,E,LO,LO,3.0,2.0,169965,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,220131,Dørstokkart,A,,PH,4.0,1.0,220131,Ja,Nei
Fisker,Fastlands-Norge med havområder,42635,Regionalt fremmed,E,SE,SE,4.0,4.0,42635,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216267,Dørstokkart,A,,NK,1.0,1.0,216267,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,126852,Selvstendig reproduserende,C3,PH,PH,4.0,1.0,126852,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,12356,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,12356,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216269,Dørstokkart,A,,NK,1.0,1.0,216269,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216270,Dørstokkart,A,,NK,1.0,1.0,216270,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103335,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,103335,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216272,Dørstokkart,A,,PH,4.0,1.0,216272,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,135247,Dørstokkart,A,,LO,3.0,1.0,135247,Ja,Nei
Karplanter,Fastlands-Norge med havområder,143522,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,143522,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100962,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,100962,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100965,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,100965,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217868,Dørstokkart,B2,,LO,3.0,2.0,217868,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169951,Selvstendig reproduserende,D2,LO,SE,4.0,4.0,169951,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216847,Dørstokkart,B1,,HI,4.0,2.0,216847,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169952,Dørstokkart,A,SE,SE,4.0,4.0,169952,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,122161,Selvstendig reproduserende,E,HI,SE,4.0,4.0,122161,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216849,Dørstokkart,C0,,SE,4.0,3.0,216849,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128134,Dørstokkart,C0,LO,PH,4.0,1.0,128134,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216859,Dørstokkart,C0,,PH,4.0,1.0,216859,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216850,Dørstokkart,C0,,SE,4.0,3.0,216850,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169956,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,169956,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,122163,Selvstendig reproduserende,E,LO,PH,4.0,1.0,122163,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,220375,Dørstokkart,C0,,SE,4.0,3.0,220375,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128135,Selvstendig reproduserende,E,LO,PH,4.0,1.0,128135,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169953,Dørstokkart,C0,NK,PH,4.0,1.0,169953,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216851,Dørstokkart,C0,,PH,4.0,1.0,216851,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216852,Dørstokkart,B1,,PH,4.0,1.0,216852,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216853,Selvstendig reproduserende,D2,,SE,3.0,4.0,216853,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169959,Dørstokkart,A,HI,SE,4.0,3.0,169959,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,152356,Selvstendig reproduserende,E,LO,PH,4.0,1.0,152356,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169958,Dørstokkart,A,HI,SE,4.0,4.0,169958,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,122165,Selvstendig reproduserende,E,LO,HI,4.0,2.0,122165,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216856,Dørstokkart,B1,,PH,4.0,1.0,216856,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169955,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,169955,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,122168,Selvstendig reproduserende,E,LO,SE,4.0,4.0,122168,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216857,Selvstendig reproduserende,D2,,LO,3.0,2.0,216857,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169960,Selvstendig reproduserende,D2,LO,LO,3.0,2.0,169960,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216860,Dørstokkart,A,,HI,4.0,2.0,216860,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,122170,Selvstendig reproduserende,E,SE,SE,4.0,4.0,122170,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216858,Selvstendig reproduserende,E,,LO,3.0,1.0,216858,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,122171,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,122171,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128136,Selvstendig reproduserende,D2,NK,LO,3.0,1.0,128136,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216861,Dørstokkart,B1,,PH,4.0,1.0,216861,Ja,Nei
Karplanter,Fastlands-Norge med havområder,103810,Selvstendig reproduserende,D2,LO,HI,4.0,2.0,103810,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103811,Selvstendig reproduserende,D2,LO,HI,4.0,2.0,103811,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103812,Selvstendig reproduserende,E,SE,SE,4.0,4.0,103812,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145603,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,145603,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128765,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,128765,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145604,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,145604,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103813,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,103813,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103814,Selvstendig reproduserende,E,SE,SE,4.0,4.0,103814,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100770,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,100770,Nei,Nei
Karplanter,Fastlands-Norge med havområder,159202,Dørstokkart,A,,NK,1.0,1.0,159202,Nei,Nei
Karplanter,Fastlands-Norge med havområder,127991,Dørstokkart,C1,NK,HI,2.0,4.0,127991,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,110658,Selvstendig reproduserende,D2,PH,PH,4.0,1.0,110658,Ja,Nei
Karplanter,Fastlands-Norge med havområder,143525,Selvstendig reproduserende,E,LO,PH,4.0,1.0,143525,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217870,Dørstokkart,A,,NK,1.0,1.0,217870,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217871,Dørstokkart,B2,,NK,1.0,1.0,217871,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143602,Selvstendig reproduserende,E,LO,PH,4.0,1.0,143602,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143603,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,143603,Nei,Nei
Fisker,Fastlands-Norge med havområder,216550,Dørstokkart,A,,HI,3.0,3.0,216550,Ja,Ja
Karplanter,Fastlands-Norge med havområder,100357,Selvstendig reproduserende,,LO,LO,3.0,1.0,100357,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,219308,Dørstokkart,A,,HI,3.0,3.0,219308,Ja,Ja
